"geom_wkt","time_start","time_end","ocean","flag","gear","species","schooltype","catchtype","catchunit","v_catch","number_of_points"
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2000-10-01,2000-10-31,"ATL","FRA","BB","YFT","FS","L","MT",6.112,3
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2000-11-01,2000-11-30,"ATL","FRA","BB","BET","FS","L","MT",30.527,11
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2000-11-01,2000-11-30,"ATL","FRA","BB","SKJ","FS","L","MT",34.289,19
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2000-11-01,2000-11-30,"ATL","FRA","BB","YFT","FS","L","MT",14.304,8
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2000-12-01,2000-12-31,"ATL","FRA","BB","BET","FS","L","MT",2.88,1
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2000-12-01,2000-12-31,"ATL","FRA","BB","SKJ","FS","L","MT",58.037,21
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2000-12-01,2000-12-31,"ATL","FRA","BB","YFT","FS","L","MT",15.805,7
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-01-01,2001-01-31,"ATL","FRA","BB","BET","FS","L","MT",5.402,4
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-01-01,2001-01-31,"ATL","FRA","BB","SKJ","FS","L","MT",59.551,16
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-02-01,2001-02-28,"ATL","FRA","BB","BET","FS","L","MT",5.496,4
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-02-01,2001-02-28,"ATL","FRA","BB","SKJ","FS","L","MT",32.516,8
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-02-01,2001-02-28,"ATL","FRA","BB","YFT","FS","L","MT",6.412,5
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-03-01,2001-03-31,"ATL","FRA","BB","BET","FS","L","MT",18.617,8
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-03-01,2001-03-31,"ATL","FRA","BB","SKJ","FS","L","MT",23.77,8
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-03-01,2001-03-31,"ATL","FRA","BB","YFT","FS","L","MT",20.63,6
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-05-01,2001-05-31,"ATL","FRA","BB","BET","FS","L","MT",6.022,2
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-05-01,2001-05-31,"ATL","FRA","BB","SKJ","FS","L","MT",6.022,3
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-06-01,2001-06-30,"ATL","FRA","BB","BET","FS","L","MT",16.85,6
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-06-01,2001-06-30,"ATL","FRA","BB","SKJ","FS","L","MT",145.428,27
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-06-01,2001-06-30,"ATL","FRA","BB","YFT","FS","L","MT",6.485,2
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-07-01,2001-07-31,"ATL","FRA","BB","BET","FS","L","MT",18.051,4
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-07-01,2001-07-31,"ATL","FRA","BB","SKJ","FS","L","MT",147.573,24
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-08-01,2001-08-31,"ATL","FRA","BB","BET","FS","L","MT",57.572,9
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-08-01,2001-08-31,"ATL","FRA","BB","SKJ","FS","L","MT",22.098,6
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-08-01,2001-08-31,"ATL","FRA","BB","YFT","FS","L","MT",0.971,1
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-09-01,2001-09-30,"ATL","FRA","BB","BET","FS","L","MT",66.102,17
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-09-01,2001-09-30,"ATL","FRA","BB","SKJ","FS","L","MT",41.647,10
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-09-01,2001-09-30,"ATL","FRA","BB","YFT","FS","L","MT",20.506,9
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-10-01,2001-10-31,"ATL","FRA","BB","BET","FS","L","MT",14.794,7
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-10-01,2001-10-31,"ATL","FRA","BB","SKJ","FS","L","MT",34.522,15
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-10-01,2001-10-31,"ATL","FRA","BB","YFT","FS","L","MT",16.848,7
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-11-01,2001-11-30,"ATL","FRA","BB","BET","FS","L","MT",13.23,8
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-11-01,2001-11-30,"ATL","FRA","BB","SKJ","FS","L","MT",37.431,19
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-11-01,2001-11-30,"ATL","FRA","BB","YFT","FS","L","MT",0.945,1
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-12-01,2001-12-31,"ATL","FRA","BB","BET","FS","L","MT",4.328,3
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-12-01,2001-12-31,"ATL","FRA","BB","SKJ","FS","L","MT",17.648,9
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2001-12-01,2001-12-31,"ATL","FRA","BB","YFT","FS","L","MT",12.67,4
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-01-01,2002-01-31,"ATL","FRA","BB","BET","FS","L","MT",21.111,11
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-01-01,2002-01-31,"ATL","FRA","BB","SKJ","FS","L","MT",46.465,26
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-01-01,2002-01-31,"ATL","FRA","BB","YFT","FS","L","MT",0.927,1
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-02-01,2002-02-28,"ATL","FRA","BB","BET","FS","L","MT",10.464,9
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-02-01,2002-02-28,"ATL","FRA","BB","SKJ","FS","L","MT",4.89,5
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-03-01,2002-03-31,"ATL","FRA","BB","BET","FS","L","MT",1.163,2
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-03-01,2002-03-31,"ATL","FRA","BB","SKJ","FS","L","MT",22.839,7
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-06-01,2002-06-30,"ATL","FRA","BB","SKJ","FS","L","MT",104.41,15
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-06-01,2002-06-30,"ATL","FRA","BB","YFT","FS","L","MT",12.047,5
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-07-01,2002-07-31,"ATL","FRA","BB","BET","FS","L","MT",0.25,1
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-07-01,2002-07-31,"ATL","FRA","BB","FRI","FS","L","MT",0.25,1
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-07-01,2002-07-31,"ATL","FRA","BB","SKJ","FS","L","MT",47.03,31
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-07-01,2002-07-31,"ATL","FRA","BB","YFT","FS","L","MT",32.844,15
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-08-01,2002-08-31,"ATL","FRA","BB","BET","FS","L","MT",71.905,36
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-08-01,2002-08-31,"ATL","FRA","BB","SKJ","FS","L","MT",102.654,35
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-08-01,2002-08-31,"ATL","FRA","BB","YFT","FS","L","MT",0.542,1
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-09-01,2002-09-30,"ATL","FRA","BB","BET","FS","L","MT",15.621,11
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-09-01,2002-09-30,"ATL","FRA","BB","SKJ","FS","L","MT",27.129,22
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-09-01,2002-09-30,"ATL","FRA","BB","YFT","FS","L","MT",53.22,12
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-10-01,2002-10-31,"ATL","FRA","BB","BET","FS","L","MT",22.51,15
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-10-01,2002-10-31,"ATL","FRA","BB","SKJ","FS","L","MT",70.891,26
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-10-01,2002-10-31,"ATL","FRA","BB","YFT","FS","L","MT",31.175,19
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-11-01,2002-11-30,"ATL","FRA","BB","BET","FS","L","MT",2.672,2
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-11-01,2002-11-30,"ATL","FRA","BB","SKJ","FS","L","MT",54.712,15
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-11-01,2002-11-30,"ATL","FRA","BB","YFT","FS","L","MT",11.112,9
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-12-01,2002-12-31,"ATL","FRA","BB","BET","FS","L","MT",4.288,6
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-12-01,2002-12-31,"ATL","FRA","BB","FRI","FS","L","MT",3.395,1
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-12-01,2002-12-31,"ATL","FRA","BB","SKJ","FS","L","MT",63.858,34
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2002-12-01,2002-12-31,"ATL","FRA","BB","YFT","FS","L","MT",23.378,10
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-01-01,2003-01-31,"ATL","FRA","BB","BET","FS","L","MT",18.444,14
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-01-01,2003-01-31,"ATL","FRA","BB","SKJ","FS","L","MT",51.514,27
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-01-01,2003-01-31,"ATL","FRA","BB","YFT","FS","L","MT",0.674,2
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-05-01,2003-05-31,"ATL","FRA","BB","LTA","FS","L","MT",6.945,3
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-05-01,2003-05-31,"ATL","FRA","BB","SKJ","FS","L","MT",70.263,14
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-05-01,2003-05-31,"ATL","FRA","BB","YFT","FS","L","MT",16.251,6
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-06-01,2003-06-30,"ATL","FRA","BB","BET","FS","L","MT",33.131,12
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-06-01,2003-06-30,"ATL","FRA","BB","SKJ","FS","L","MT",148.027,34
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-06-01,2003-06-30,"ATL","FRA","BB","YFT","FS","L","MT",39.17,14
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-07-01,2003-07-31,"ATL","FRA","BB","BET","FS","L","MT",13.752,10
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-07-01,2003-07-31,"ATL","FRA","BB","SKJ","FS","L","MT",93.884,21
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-07-01,2003-07-31,"ATL","FRA","BB","YFT","FS","L","MT",4.383,3
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-08-01,2003-08-31,"ATL","FRA","BB","BET","FS","L","MT",16.152,9
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-08-01,2003-08-31,"ATL","FRA","BB","SKJ","FS","L","MT",44.284,14
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-08-01,2003-08-31,"ATL","FRA","BB","YFT","FS","L","MT",2.876,3
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-09-01,2003-09-30,"ATL","FRA","BB","SKJ","FS","L","MT",38.989,9
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-10-01,2003-10-31,"ATL","FRA","BB","BET","FS","L","MT",4.814,3
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-10-01,2003-10-31,"ATL","FRA","BB","SKJ","FS","L","MT",12.516,8
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-10-01,2003-10-31,"ATL","FRA","BB","YFT","FS","L","MT",2.889,3
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-11-01,2003-11-30,"ATL","FRA","BB","BET","FS","L","MT",10.608,8
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-11-01,2003-11-30,"ATL","FRA","BB","SKJ","FS","L","MT",10.147,9
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-11-01,2003-11-30,"ATL","FRA","BB","YFT","FS","L","MT",3.504,5
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-12-01,2003-12-31,"ATL","FRA","BB","BET","FS","L","MT",2.305,3
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-12-01,2003-12-31,"ATL","FRA","BB","SKJ","FS","L","MT",47.773,17
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2003-12-01,2003-12-31,"ATL","FRA","BB","YFT","FS","L","MT",3.689,3
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2004-01-01,2004-01-31,"ATL","FRA","BB","SKJ","FS","L","MT",36.351,14
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2004-01-01,2004-01-31,"ATL","FRA","BB","YFT","FS","L","MT",21.648,13
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",2004-02-01,2004-02-29,"ATL","FRA","BB","BET","FS","L","MT",6.68,10
